Karpov Anatoly (RUS),2780,Spangenberg Hugo (ARG),2530,1-0,d4 d5 2.c4 dxc4 3.e4 e5 4.Nf3 exd4 5.Bxc4 Bb4+ 6.Bd2 Bxd2+,Nbxd2 Qf6 8.O-O Ne7 9.e5 Qg6 10.Nxd4 Nbc6 11.N2f3 O-O 12.e6,Nb5 Rd8 14.Qb1 Qxb1 15.Raxb1 Nd5 16.Rbd1 Rb8 17.Rfe1,Bb3 Rxd1 19.Rxd1 Nd5 20.h3 Nce7 21.Ne5 c6 22.Nxa7 Ra8,Nxc8 Nxc8 24.Re1 Nd6 25.Nf3 Re8 26.Ng5 e5 27.Rd1 h6 28.Nf3,Nh2 e3 30.fxe3 Rxe3 31.Bxd5+ cxd5 32.Kf2 Re5 33.Nf3 Ne4+,Ke3 Nc3+ 35.Nxe5 Nxd1+ 36.Kd4 Nxb2 37.Kxd5 Nd1 38.Kd4 Kf8,Nd7+ Ke7 40.Nc5 b5 41.Ne4 b4 42.g4 Ke6 43.h4 g6 44.Nc5+ Kf6,Nd3 h5 46.gxh5 gxh5 47.Nxb4 Nb2 48.Nd3 Na4 49.Nc5 Nb6 50.Ke4,a4 Na5 52.Kf4 Kg6 53.Ke5 Nc4+ 54.Ke6 Na5 55.Nd3 Nb3 56.Ne5+,Kd5 Kf6 58.Nc6 Kg6 59.Kc4 Nd2+ 60.Kc3 Ne4+ 61.Kd4 Nd6,a5 Kf5 63.a6 Kg4 64.Kc5 Ne4+ 65.Kb6 Kxh4 66.a7 Kg3 67.a8Q 1-0
Karpov Anatoly (RUS),2780,Spangenberg Hugo (ARG),2530,1-0,d4 d5 2.c4 dxc4 3.e4 e5 4.Nf3 exd4 5.Bxc4 Bb4+ 6.Bd2 Bxd2+,Nbxd2 Qf6 8.O-O Ne7 9.e5 Qg6 10.Nxd4 Nbc6 11.N2f3 O-O 12.e6,Nb5 Nd5 14.Bxd5 exd5 15.Nxc7 Rb8 16.Qxd5+ Kh8 17.Rae1,Ne5 Nxe5 19.Qxe5 Rbd8 20.Re3 Rd2 21.Qc5 Qf6 22.h3 b6 23.Qb4,Qa3 Bc8 25.Ne8 Qf5 26.Nd6 Qc5 27.Nxc8 Rxc8 28.Qxa7 Rd2,Qf7 h6 30.Rc3 Qf8 31.Rxc8 Qxc8 32.Re1 Rd8 33.Re7 Qc1+ 34.Kh2,f4 Rg8 36.f5 Qd4 37.Kg3 Qd3+ 38.Kg4 Qd1+ 39.Kg3 Qd3+,Kf2 Qd2+ 41.Kf3 Qd3+ 42.Re3 Qd1+ 43.Kg3 Qd6+ 44.Kg4 Qd4+ 45.Kf3,Kf2 Qd2+ 47.Re2 Qd4+ 48.Kf1 Qd1+ 49.Re1 Qd3+ 50.Kg1 Qd4+,Kh1 Qc3 52.Re8 Qc1+ 53.Kh2 Qf4+ 54.Kg1 Qc1+ 55.Kf2 Qd2+ 56.Kg3,Kh4 Qd4+ 58.g4 Rxe8 59.Qxe8+ Kh7 60.Kh5 Qc3 61.h4 Qc5,Qg6+ Kg8 63.Qe6+ Kh7 64.g5 hxg5 65.hxg5 Qf8 66.a4 Qb8 67.Kg4,g6+ 1-0
Karpov Anatoly (RUS),2780,Ljubojevic Ljubomir (SCG),2580,1-0,e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e6 7.O-O,f4 Qc7 9.Kh1 O-O 10.Qe1 Nc6 11.Be3 Bd7 12.Qg3 Kh8 13.Bf3,Rad1 b5 15.a3 Nxd4 16.Bxd4 Bc6 17.Rd3 Qb7 18.b4 Rg8 19.e5,Nxe4 Bxe4 21.c3 Bxf3 22.Rdxf3 Qe4 23.Re3 Qd5 24.Qh3 Rc4,f5 Bg5 26.Rg3 Bh6 27.fxe6 fxe6 28.exd6 Qxd6 29.Qh5 Rxd4 30.cxd4,Rgf3 Qd6 32.Rf7 Be3 33.Qf3 Bd4 34.Rf8 Bf6 35.Rxg8+ Kxg8,Rd1 Qb6 37.Qa8+ Kf7 38.Rd7+ Kg6 39.Qe4+ Kh6 40.Rd3 Qf2 41.Rh3+,Rg3+ Kh6 43.Rh3+ Kg5 44.Rf3 Qd2 45.h4+ Kh6 46.Qxe6 1-0
Karpov Anatoly (RUS),2780,Leko Peter (HUN),2555,1-0,Nf3 Nf6 2.c4 c5 3.Nc3 Nc6 4.e3 e6 5.d4 d5 6.cxd5 exd5 7.Bb5,O-O O-O 9.h3 cxd4 10.exd4 h6 11.Re1 Qc7 12.Be3 Bd7 13.Rc1,Bd3 Rfe8 15.a3 Rac8 16.b4 Bf4 17.Bxf4 Rxe1+ 18.Qxe1 Qxf4,Ne2 Qd6 20.Qd2 Ne7 21.Ng3 Rxc1+ 22.Qxc1 Nc6 23.Qc5 Qb8 24.Ne2,Qc3 a5 26.Ne5 Qd6 27.Nxd7 Nxd7 28.Bb5 Ndb8 29.bxa5 bxa5,Nc1 Qc7 31.Nb3 Qb6 32.a4 g6 33.h4 h5 34.Qc5 Qxc5 35.dxc5 Kf8,f3 Ke7 37.Kf2 Kd8 38.Ke3 Kc7 39.g4 f6 40.gxh5 gxh5 41.Kf4,Kf5 Nce5 43.Be2 d4 44.Nxd4 Nxc5 45.f4 Ned7 46.Bxh5 Nxa4,Be8 Nac5 48.h5 a4 49.h6 Nf8 50.Kxf6 a3 51.Ke7 a2 52.Nc2 Nce6,Bf7 Nd4 54.Kxf8 1-0
Karpov Anatoly (RUS),2780,Lutz Christopher (GER),2580,1-0,d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 e6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4,Bd3 a6 9.e4 c5 10.d5 c4 11.dxe6 cxd3 12.exd7+ Qxd7 13.O-O,Re1 Be7 15.e5 Nd5 16.Ne4 O-O 17.Qxd3 Qg4 18.Nfg5 Rad8,a3 f5 20.exf6 gxf6 21.Qh3 Qxh3 22.Nxh3 Rfe8 23.Bd2 Kf7 24.Re2,Ba5 Rc8 26.Rd1 Bf8 27.Ng3 Rxe2 28.Nxe2 Re8 29.Nd4 Bb7,Kf1 Bd6 31.g3 Be5 32.Ng1 Ne7 33.Nge2 Rc8 34.Rd3 Ba8 35.Ke1,Kd1 Rc8 37.Bc3 Nd5 38.Ba5 Ne7 39.Rc3 Be4 40.Re3 Bg6 41.Rc3,Rc5 Bd3 43.Bc3 Bd6 44.Rh5 Rd8 45.Ke1 Re8 46.Kd2 Bg6 47.Rh4,Nc6 Nb6 49.Na5 Na4 50.Nb7 Bb8 51.Bd4 Rc8 52.b3 Rc2+ 53.Ke3,Nf4 Nd1+ 55.Kf3 Be5 56.Nxg6 Kxg6 57.Bxe5 Rxf2+ 58.Ke4,Kd5 Ne3+ 60.Ke6 Nc2 61.Rg4+ Kh5 62.Rg7 fxe5 63.h4 Nd4+,Kf6 Kh6 65.Rg8 e4 66.Nd6 Rf2+ 67.Ke5 Nc6+ 68.Kxe4 Rf6 69.Nb7 1-0
Karpov Anatoly (RUS),2780,Illescas Cordoba Miguel (ESP),2590,1-0,c4 e5 2.Nc3 Bb4 3.Nd5 Be7 4.d4 d6 5.e4 Nf6 6.Nxe7 Qxe7 7.f3,Qxd4 c5 9.Qd2 Be6 10.Bd3 Nc6 11.Ne2 O-O 12.O-O a6 13.b3,Nc3 Nd4 15.Bb2 b5 16.Nd5 Bxd5 17.cxd5 Qa7 18.Rad1 c4,Qf2 Nxf3+ 20.gxf3 Qxf2+ 21.Kxf2 cxd3 22.Rg1 Nh5 23.Ke3 Rfc8,Kxd3 f6 25.Ba3 b4 26.Bb2 Kf7 27.Rc1 Nf4+ 28.Ke3 g5 29.Bd4,Rc6 Rxc6 31.dxc6 Rc8 32.Rc1 Ne6 33.Bb6 Nc5 34.c7 Ne6 35.Rc4,Rxb4 Nxc7 37.Rc4 Ne8 38.Rxc8 Kxc8 39.Kd4 Kb7 40.Ba5 Kc6,Kc4 Kd7 42.Bc3 h5 43.a4 Ke6 44.Bd4 f5 45.exf5+ Kxf5 46.Kd5,b4 Kxf3 48.Kc6 g4 49.b5 axb5 50.a5 Ke4 51.a6 1-0
Karpov Anatoly (RUS),2780,Polgar Judit (HUN),2630,1-0,e4 c5 2.c3 d6 3.d4 Nf6 4.Bd3 Qc7 5.Nf3 g6 6.O-O Bg7 7.Bf4 O-O,Nbd2 Nbd7 9.Re1 e5 10.dxe5 dxe5 11.Bg3 Nh5 12.a4 b6 13.a5 bxa5,Qa4 Nb6 15.Qxa5 Bg4 16.Be2 Rfd8 17.Nc4 Nf4 18.Bxf4 exf4 19.e5,Nd6 Rd7 21.h3 Be6 22.Ne4 Bd5 23.Nxc5 Re7 24.Na6 Qb7 25.Nb4,Bd1 Rc8 27.Nd4 Nd7 28.Bf3 Qc7 29.Nbc6 Nxe5 30.Nxe7+ Qxe7,Qxa7 Rc7 32.Qb8+ Kh7 33.Be4 Qd7 34.Nf3 Nc6 35.Bxc6 Qxc6 36.Ra8,Re8 g5 38.Ne5 Bxe5 39.Rxe5 f6 40.Ra7 Rxa7 41.Qxa7+ Kg6,Re7 1-0
Karpov Anatoly (RUS),2780,Topalov Veselin (BUL),2645,1-0,d4 Nf6 2.Nf3 c5 3.d5 e6 4.Nc3 Nxd5 5.Nxd5 exd5 6.Qxd5 Be7 7.e4,Be2 d6 9.O-O Nc6 10.c3 Be6 11.Qh5 h6 12.Rd1 Re8 13.Bf4,Nd2 g6 15.Qf3 d5 16.Qg3 Qe7 17.exd5 Bxd5 18.Bf1 Qf6 19.Nb3,Rd2 Be6 21.Bc7 Rxd2 22.Nxd2 Bf5 23.Nc4 Re4 24.Ne3 Bc8,Rd1 Re8 26.h3 Qg5 27.Qf3 Kg7 28.Bf4 Qe7 29.Nd5 Qe4 30.Nf6,Be5+ Kxe5 32.Qxe4+ Kxe4 33.Re1+ Kf5 34.Rxe8 Be6 35.Rxf8,Rc8 1-0
Karpov Anatoly (RUS),2780,Huebner Robert Dr (GER),2605,1-0,d4 d5 2.c4 dxc4 3.e4 e5 4.Nf3 Bb4+ 5.Bd2 Bxd2+ 6.Nbxd2 exd4,Bxc4 Nc6 8.O-O Nf6 9.e5 Nd5 10.Qb3 Na5 11.Qa4+ Nc6 12.Qb3 Na5,Qb5+ c6 14.Qc5 b6 15.Qxd4 Nxc4 16.Qxc4 Bd7 17.Nd4 Rc8 18.Ne4,Nd6 Rc7 1-0
Karpov Anatoly (RUS),2780,Epishin Vladimir (GER),2650,1-0,d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 5.Bg2 d5 6.O-O c6 7.cxd5,Nc3 Ne4 9.Qb3 Nc6 10.Rd1 e6 11.Bf4 Nxc3 12.Qxc3 Bd7 13.Bd6,Qd2 Rc8 15.h4 Ne7 16.Bb4 Nf5 17.Rdc1 Qb6 18.Bc5 Qa6 19.Bf1,e3 Bb5 21.Bxb5 Nxb5 22.Qb4 b6 23.Be7 Qb7 24.Rxc8 Rxc8,a4 Nc7 26.Rc1 Ne8 27.Rxc8 Qxc8 28.Qb5 f6 29.a5 bxa5 30.Bc5,Qxa5 a6 32.Qb6 e5 33.Qb3 Qc6 34.Bxf8 e4 35.Ba3 exf3 36.Qb4,Qf8+ Kh7 38.Qf7+ Kh8 39.Qxg6 Ng7 40.Bf8 Ne6 41.Be7 1-0
Karpov Anatoly (RUS),2780,Polgar Judit (HUN),2630,1-0,d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.g3 O-O 5.Bg2 d6 6.O-O Nc6 7.Nc3,d5 Ne7 9.e4 Nd7 10.Ne1 f5 11.Nd3 Nf6 12.Bg5 fxe4 13.Nxe4,Re1 h6 15.Nxf6+ Bxf6 16.Bd2 Kh7 17.Bc3 Bd7 18.c5 b6 19.c6,f4 exf4 21.Nxf4 Bf7 22.Qd3 Bxc3 23.bxc3 Qg5 24.h4 Qf6,Ne6 Bxe6 26.Rxe6 Qg7 27.h5 Ne7 28.Rae1 1-0
Karpov Anatoly (RUS),2780,Morovic Fernandez Ivan (CRO),2585,1-0,c4 Nf6 2.d4 e6 3.Nf3 d5 4.e3 Be7 5.Nbd2 O-O 6.b3 c5 7.Bb2 Nc6,Bd3 cxd4 9.exd4 b6 10.O-O Bb7 11.Qe2 Re8 12.Rac1 Bf8 13.Rfd1,bxc4 g6 15.Nf1 Bg7 16.Ne3 Rc8 17.Bc2 Qe7 18.Bc3 Red8,Rb1 Rd7 20.Bd3 Nh5 21.Qb2 Nf4 22.Bf1 Nb8 23.Ne1 Rcd8 24.a4,g3 Nh5 26.N1c2 Nf6 27.Bg2 Nb8 28.d5 exd5 29.cxd5 Nh5 30.Nd4,a5 Nc5 32.Qc2 Nf6 33.Nc6 Bxc6 34.dxc6 Rxd1+ 35.Rxd1 Rxd1+,Qxd1 Nfe4 37.Nd5 Qe8 38.Bxg7 Kxg7 39.Qd4+ 1-0
Karpov Anatoly (RUS),2780,Morovic Fernandez Ivan (CRO),2585,1-0,c4 Nf6 2.Nf3 e6 3.d4 d5 4.e3 c5 5.Nc3 Nc6 6.cxd5 exd5 7.Bb5,O-O O-O 9.h3 cxd4 10.exd4 h6 11.Re1 Bd7 12.Ne5 Rc8 13.a3,Ba4 b5 15.Bb3 Be6 16.Bc2 Qb6 17.Be3 Rfd8 18.Ng4 Bxg4 19.hxg4,Bf5 Rc7 21.a4 b4 22.a5 Nxa5 23.Na4 Qd6 24.g3 Ra7 25.g5,Bxg5 Nc6 27.Rc1 Na5 28.Rc5 Nc4 29.b3 Na3 30.Kg2 Re7 31.Rh1,Rh8+ Kxh8 33.Qh1+ Kg8 34.Bxf6 Qxg3+ 35.fxg3 Re2+ 36.Kh3,Kg4 1-0
Karpov Anatoly (RUS),2780,Morovic Fernandez Ivan (CRO),2585,1-0,c4 Nf6 2.d4 e6 3.Nf3 d5 4.g3 Be7 5.Bg2 O-O 6.O-O dxc4 7.Qc2,a4 Bd7 9.Qxc4 Bc6 10.Nc3 a5 11.Re1 Ne4 12.Qd3 Nxc3 13.bxc3,c4 Nb8 15.c5 Nd7 16.Qc2 e5 17.dxe5 Bxf3 18.exf3 Nxc5 19.Rd1,Be3 b6 21.f4 Rd8 22.f5 f6 23.e6 Bd6 24.Qc4 Kh8 25.Bf3,Rac1 Qe8 27.Rd4 g6 28.fxg6 Qxg6 29.Rh4 Be7 30.Rh6 Qg7,Rh5 Qg6 32.Qg4 Rg8 33.Qh4 Rg7 34.Bh6 Rgg8 35.Be3 Rg7 36.Qh3,Bg4 1-0
Karpov Anatoly (RUS),2780,Bareev Evgeny (RUS),2675,1-0,e4 e6 2.d4 d5 3.Nd2 c5 4.exd5 exd5 5.Ngf3 Nf6 6.Bb5+ Bd7 7.Bxd7+,O-O Be7 9.dxc5 Nxc5 10.Nd4 Qd7 11.N2f3 O-O 12.Bf4 Rfe8,Re1 Bf8 14.Ne5 Qa4 15.c3 Qa6 16.Qe2 Qxe2 17.Rxe2 Bd6 18.Nd7,Rxe8+ Rxe8 20.Nxc5 Bc7 21.Nd3 Bb6 22.Nb3 Kf8 23.Rd1 a5,Kf1 Rc8 25.Nd2 a4 26.a3 g5 27.Nf3 g4 28.Nh4 d4 29.cxd4 Bxd4,Nf5 Bb6 31.Nb4 Ne4 32.f3 gxf3 33.gxf3 Nc5 34.h4 Rd8 35.Rd5,Rxd8# 1-0
Karpov Anatoly (RUS),2780,Beliavsky Alexander G (SLO),2640,1-0,d4 Nf6 2.Nf3 d5 3.c4 e6 4.g3 Be7 5.Bg2 O-O 6.O-O dxc4 7.Qc2,a4 Bd7 9.Qxc4 Bc6 10.Bg5 Bd5 11.Qd3 c5 12.Nc3 cxd4 13.Nxd5,h4 Nbd7 15.Nxd4 Qd6 16.Rfd1 Nc5 17.Qc4 Rfd8 18.b4 Nxa4,Qb3 Qb6 20.e3 1-0
Karpov Anatoly (RUS),2780,Kramnik Vladimir (RUS),2725,1-0,d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 e6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4,Bd3 a6 9.e4 c5 10.d5 c4 11.dxe6 fxe6 12.Bc2 Bb7 13.O-O Qc7,Ng5 Nc5 15.e5 Qxe5 16.Re1 Qd6 17.Qxd6 Bxd6 18.Be3 O-O 19.Rad1,Bxc5 Bxc5 21.Nxe6 Rfc8 22.h3 Bf8 23.g4 h6 24.f4 Bf3 25.Rd2,g5 hxg5 27.fxg5 Nd7 28.Nxf8 Nxf8 29.Rd6 b4 30.Ne4 Be8,Ng3 Rd8 32.Nf5 Rxd6 33.Nxd6 Bg6 34.Bxg6 Nxg6 35.Nxc4 Rd8 36.Re4,axb3 Rd3 38.Kg2 Rxb3 39.h4 Nf8 40.Re8 1-0
Karpov Anatoly (RUS),2780,Polgar Judit (HUN),2630,1-0,e4 c5 2.c3 e6 3.d4 d5 4.exd5 exd5 5.Nf3 Nc6 6.Bb5 c4 7.Ne5,Bxc6+ bxc6 9.O-O Bd6 10.b3 cxb3 11.axb3 Ne7 12.Ba3 Bxe5,dxe5 Be6 14.Qd4 Nf5 15.Qc5 h5 16.Nd2 f6 17.exf6 gxf6 18.Bb4,Ra4 Qxc5 20.Bxc5 a6 21.f3 h4 22.Rfa1 Bc8 23.Kf2 Rb8 24.b4,Nb3 Bb7 26.Na5 Ba8 27.R4a2 Re6 28.Ba7 Rb5 29.Nb3 Bb7 30.g4,hxg3 Re8 32.g4 Nd6 33.Nd4 1-0
