"Nakamura, Hikaru",2850,"Erigaisi, Arjun",2745,1-0, Nf3   Nf6  2. b3   c5  3. Bb2   d6  4. d4   cxd4  5. Qxd4   g6  6. g3   Bg7  7. Qd1   O-O  8. Bg2   Nc6  9. O-O   Bf5  10. c4   Bxb1  11. Qxb1   Qb6  12. e3   Rfd8  13. Nd4   d5  14. Nxc6   bxc6  15. Qc2   a5  16. Rab1   e6  17. Rfc1   Nd7  18. Bxg7   Kxg7  19. a3   Qb8  20. b4   axb4  21. axb4   Ne5  22. cxd5   exd5  23. b5   cxb5  24. Rd1   Qb6  25. Rxd5   Rxd5  26. Bxd5   Rb8  27. Qe4   Qf6  28. Kg2   h5  29. h3   Rb6  30. Rc1   b4  31. Rc7   Qd6  32. Ra7   b3  33. f4   b2  34. fxe5   b1=Q  35. Rxf7+   Kg8  36. Rf1+  1-0
"Nakamura, Hikaru",2850,"Martinez Alcantara, Jose Eduardo",2690,1-0, Nf3   c5  2. e3   d5  3. b3   a6  4. Bb2   Nc6  5. d4   cxd4  6. Nxd4   Nxd4  7. Qxd4   Nf6  8. c4   Be6  9. cxd5   Bxd5  10. Nc3   Bc6  11. Qh4   e6  12. Be2   Nd5  13. Qxd8+   Rxd8  14. Nxd5   Bxd5  15. f3   Bc6  16. Kf2   f6  17. Rhc1   Be7  18. Rc2   Kf7  19. Rac1   Rd7  20. Bd4   Bb5  21. a4   Bxe2  22. Kxe2   Ba3  23. Rc8   Bxc1  24. Rxh8   e5  25. Bc3   Rc7  26. Bb4   Rc2+  27. Kd1   Rc7  28. e4   Be3  29. h4   Bf4  30. h5   Rc1+  31. Ke2   Rb1  32. Rf8+   Ke6  33. Re8+   Kd7  34. Re7+   Kc6  35. Rxg7   Rxb3  36. Be7   Bg5  37. Rxh7   Rb2+  38. Kf1   b5  39. axb5+   axb5  40. Bxf6   Bxf6  41. Rh6   b4  42. Rxf6+   Kc5  43. Rf8   b3  44. Rb8   Kc4  45. Kg1   Ra2  46. g4   Ra7  47. g5   Kc3  48. g6  1-0
"Nakamura, Hikaru",2850,"Tabatabaei, M. Amin",2544,1-0, Nf3   d5  2. e3   Nf6  3. c4   c6  4. Qc2   Nbd7  5. d4   e6  6. b3   Bd6  7. Bb2   O-O  8. Bd3   Qe7  9. Ne5   h6  10. Nd2   Ba3  11. Nxd7   Bxd7  12. Bxa3   Qxa3  13. Nf3   dxc4  14. bxc4   c5  15. O-O   Bc6  16. Ne5   cxd4  17. exd4   Rfd8  18. Qd2   Be4  19. Bxe4   Nxe4  20. Qf4   Nf6  21. Rfd1   Rac8  22. Rd3   Qb2  23. Rdd1   Qc2  24. f3   Qa4  25. Rab1   b6  26. Rd2   Qe8  27. Re1   Nd7  28. d5   exd5  29. cxd5   Nxe5  30. Rxe5   Rc1+  31. Kf2   Qb5  32. d6   Qb1  33. d7   Rf1+  34. Kg3   Re1  35. Kh3   Rxe5  36. Qxe5   Kh7  37. Rd6   Qc2  38. Qd5   Kg8  39. Rc6   Qe2  40. Rc8   Qe7  41. Rxd8+   Qxd8  42. Qc6   Kf8  43. Qd6+   Kg8  44. f4   b5  45. f5   Kh7  46. f6   gxf6  47. Qd3+   Kg7  48. Qxb5   Qe7  49. Qd5   Qd8  50. Kg4   a5  51. a4   Kg8  52. Kh5   Kg7  53. Qd2   Kg8  54. Kxh6   Qf8+  55. Kh5   Qd8  56. Kg4   Kg7  57. Kf5   Kg8  58. Qd4   Kg7  59. h4   Kg8  60. g4   Kh7  61. h5   Kg8  62. g5   Kh7  63. h6   Qa8  64. d8=Q   Qf3+  65. Qf4   Qh3+  66. Ke4   Qg2+  67. Qf3   Qc2+  68. Qdd3   Qc6+  69. Ke3+  1-0
"Nakamura, Hikaru",2850,"Matlakov, Maxim",2669,1-0, Nf3   d5  2. e3   Nf6  3. c4   c6  4. Qc2   g6  5. b3   Bg7  6. Bb2   O-O  7. Be2   c5  8. cxd5   Qxd5  9. Nc3   Qf5  10. Bd3   Qd7  11. Ne4   b6  12. Nxf6+   exf6  13. Be4   Bb7  14. d4   Bxe4  15. Qxe4   Na6  16. Rd1   f5  17. Qd3   Nb4  18. Qe2   cxd4  19. Bxd4   Bxd4  20. Rxd4   Qe7  21. O-O   Rac8  22. Rd2   Rfd8  23. a3   Nc6  24. b4   Ne5  25. Nd4   Nc6  26. Nf3   Ne5  27. Rxd8+   Rxd8  28. Nd4   Rc8  29. h3   Rc3  30. Nb5   Rc8  31. Rd1   a6  32. Nd4   b5  33. Nb3   Rd8  34. Nc5   Nc4  35. Rd3   Rxd3  36. Qxd3   a5  37. Qd4   axb4  38. axb4   Qd6  39. Qa1   Qe5  40. Qa6   Nd2  41. Nd7  1-0
"Nakamura, Hikaru",2851,"Demchenko, Anton",2547,1-0, Nf3   Nf6  2. b3   g6  3. d4   Bg7  4. Bb2   O-O  5. e3   d6  6. Be2   Nbd7  7. O-O   Re8  8. c4   c6  9. b4   a5  10. b5   cxb5  11. cxb5   a4  12. Na3   Nb6  13. Nd2   d5  14. Bd3   Bd7  15. Rc1   Bf8  16. Nf3   Bg4  17. h3   Bxf3  18. Qxf3   e6  19. Rc2   Rc8  20. Rfc1   Rxc2  21. Nxc2   Bd6  22. Ba3   Bxa3  23. Nxa3   Qd6  24. Qxf6   Qxa3  25. Rc7   Rf8  26. Be2   Nc4  27. Bg4   Qd6  28. Rxb7   h5  29. Rxf7   Rxf7  30. Bxe6   Qc7  31. Qxg6+   Kf8  32. Qh6+   Ke8  33. Qxh5   Nd6  34. Bxd5   Qc1+  35. Kh2   Qa3  36. b6   Qb4  37. Bxf7+   Nxf7  38. Qc5   Qb2  39. Qc6+   Ke7  40. Qc7+   Ke6  41. b7   Nd6  42. b8=Q  1-0
"Nakamura, Hikaru",2850,"Vidit, Santosh Gujrathi",2654,1-0, e4   e5  2. Nc3   Nf6  3. Bc4   Nc6  4. d3   Bb4  5. Ne2   d5  6. exd5   Nxd5  7. O-O   Be6  8. Bxd5   Bxd5  9. f4   f6  10. a3   Bxc3  11. Nxc3   O-O  12. f5   Qd7  13. Be3   Kh8  14. Qg4   Rad8  15. Rae1   b6  16. Ne4   Bxe4  17. Qxe4   Nd4  18. Rf2   c5  19. h3   Qd5  20. Qg4   Rf7  21. Rd2   Rfd7  22. Rf2   b5  23. Kh1   a5  24. Rd1   a4  25. Re1   Qc6  26. Rd1   b4  27. Rfd2   b3  28. c3   Nc2  29. Bf2   e4  30. Qf4   h6  31. dxe4   Rxd2  32. Rxd2   Rxd2  33. Qxd2   Qxe4  34. Bxc5   Qxf5  35. Bg1   Qe4  36. Bf2   Kh7  37. Kg1   Kg6  38. Kh2   Qe5+  39. Kg1   Qe4  40. Kh2   h5  41. h4   Qe5+  42. Kg1   Qe4  43. Kh2   Kh7  44. Qd1   Qf5  45. Qd2   Kg6  46. c4   Qe5+  47. Bg3   Qd4  48. Qe2   Ne3  49. Kh1   Ng4  50. Be1   Qf4  51. g3   Qd4  52. Kg2   Kf7  53. Kf3  1-0
"Nakamura, Hikaru",2850,"Donchenko, Alexander",2572,1-0, Nf3   Nf6  2. b3   g6  3. d4   Bg7  4. Bb2   O-O  5. e3   c5  6. dxc5   Qa5+  7. c3   Qxc5  8. Ba3   Qb6  9. Bxe7   Re8  10. Bxf6   Bxf6  11. Be2   Nc6  12. O-O   a5  13. a4   d5  14. Nd4   h5  15. Na3   h4  16. Nab5   h3  17. g3   Nxd4  18. cxd4   Bd7  19. Nc3   Be6  20. Nb5   Bd7  21. Bg4   Bxb5  22. axb5   Qxb5  23. Bxh3   Be7  24. Qc2   Bd6  25. Rfc1   Kg7  26. Bf1   Qd7  27. Qd3   Rh8  28. h4   Qe6  29. Bg2   Rac8  30. Rxc8   Rxc8  31. Qb5   Bxg3  32. fxg3   Qxe3+  33. Kh2   Rc3  34. Qxd5   Qxg3+  35. Kg1   Qe3+  36. Kh1   Qf2  37. Qe5+   Kg8  38. Rf1   Qxh4+  39. Kg1   Qd8  40. Bxb7   Qd7  41. Bd5   Qg4+  42. Bg2   f5  43. d5   Rc2  44. Qh2   Rd2  45. Re1   Rd1  46. Qb8+   Kh7  47. Qa7+   Kg8  48. Qe3   Rxe1+  49. Qxe1   Qd4+  50. Kh2   Kg7  51. Bf3   Kf6  52. Qe6+   Kg5  53. Qe7+   Kh6  54. Kg2   Qd2+  55. Qe2   Qd4  56. Qf2   Qd3  57. Qh4+   Kg7  58. Qe7+   Kh6  59. d6   Qc2+  60. Kg3   f4+  61. Kxf4   Qh2+  62. Kg4   Qg1+  63. Kh3   Qf1+  64. Kg3   Qg1+  65. Bg2   Qc5  66. Qf8+   Kh7  67. Qf7+   Kh6  68. Qf4+   Kh7  69. d7   Qc3+  70. Kh2  1-0
"Nakamura, Hikaru",2850,"Swiercz, Dariusz",2627,1-0, Nf3   Nf6  2. b3   g6  3. Bb2   Bg7  4. d4   O-O  5. e3   c5  6. dxc5   Qc7  7. c3   a5  8. b4   Ne8  9. Nd4   d6  10. Nb5   Qd8  11. cxd6   axb4  12. dxe7   Qxe7  13. Nd4   Nc6  14. Be2   bxc3  15. Bxc3   Nxd4  16. exd4   Bg4  17. h3   Bxe2  18. Qxe2   Qd7  19. O-O   Nc7  20. Rd1   Rfe8  21. Qf3   Qd5  22. Nd2   Ra3  23. Qxd5   Nxd5  24. Bb2   Ra4  25. Nf3   Re2  26. Rdb1   b6  27. Kf1   Rc2  28. a3   Bf6  29. g3   h5  30. h4   Kg7  31. Bc1   Be7  32. Bd2   Rc7  33. Rb5   Rd7  34. Ne5   Rd6  35. Bc1   Bf6  36. Bb2   Nc7  37. Rb3   Ne6  38. Nf3   Ra6  39. Rd1   Rd5  40. Rc1   b5  41. Rb1   Ra4  42. Bc3   Nxd4  43. Bxd4   Bxd4  44. Rd1   Rd6  45. Rbd3   Bc5  46. Rxd6   Bxd6  47. Rxd6   Rxa3  48. Ng5   b4  49. Rd7   b3  50. Rxf7+   Kg8  51. Rb7  1-0
"Nakamura, Hikaru",2850,"Maghsoodloo, Parham",2630,1-0, Nf3   Nf6  2. b3   b5  3. e4   Nxe4  4. Bxb5   Bb7  5. d4   e6  6. O-O   Be7  7. Bd3   O-O  8. c4   f5  9. Re1   Bf6  10. Nbd2   Nxd2  11. Bxd2   Bxf3  12. Qxf3   Nc6  13. Rad1   Nxd4  14. Qh3   c5  15. b4   Qc7  16. a3   Nb3  17. Bxf5   exf5  18. Qxb3   f4  19. Qf3   Bd4  20. Qd5+   Kh8  21. Re7   Rad8  22. Rde1   Qc6  23. R7e4   f3  24. Bg5   Qg6  25. g3   Rde8  26. Rxe8   Rxe8  27. Rxe8+   Qxe8  28. Qxf3   cxb4  29. axb4   Qe1+  30. Kg2   h6  31. Bf4   Bc3  32. b5   Bd4  33. Be3   Bxe3  34. Qxe3   Qb1  35. h4   Qa2  36. Qe8+   Kh7  37. Qe4+   Kh8  38. c5   Qa5  39. Qe8+   Kh7  40. Qxd7   Qb4  41. Qd3+   Kh8  42. c6   Qc5  43. Qd8+   Kh7  44. c7  1-0
"Nakamura, Hikaru",2850,"Andreikin, Dmitry",2736,1-0, e4   e5  2. Nf3   Nf6  3. Nxe5   d6  4. Nd3   Nxe4  5. Qe2   Qe7  6. Nf4   Nc6  7. Nd5   Nd4  8. Nxe7   Nxe2  9. Bxe2   Bxe7  10. Nc3   Nxc3  11. bxc3   Bf5  12. d3   Bf6  13. Bd2   O-O-O  14. g4   Bd7  15. g5   Be7  16. h4   Rde8  17. f4   d5  18. Kf2   Bc5+  19. d4   Bd6  20. Bd3   c5  21. dxc5   Bxc5+  22. Kg3   h5  23. f5   Bd6+  24. Kf3   g6  25. fxg6   fxg6  26. Kg2   d4  27. Rhe1   Bc6+  28. Kg1   dxc3  29. Bxc3   Bg3  30. Bxh8   Bxe1  31. Bxg6   Re2  32. Kf1   Bb5  33. Rxe1   Re8+  34. Kf2   Rxh8  35. Re7   Bc4  36. a3   a5  37. Rh7   Rf8+  38. Ke3   b5  39. Bxh5   b4  40. axb4   a4  41. Ra7   a3  42. Rxa3   Kc7  43. Rc3  1-0
