"Giri, Anish",2766,"Anand, Viswanathan",2728,1/2-1/2, b3   d5  2. Bb2   c5  3. e3   a6  4. Nf3   Nc6  5. Be2   Nf6  6. O-O   d4  7. Re1   g6  8. exd4   cxd4  9. c3   dxc3  10. dxc3   Qxd1  11. Rxd1   Bg7  12. c4   O-O  13. Nbd2   Bf5  14. Nf1   Rfd8  15. Ne3   Nd7  16. Bxg7   Kxg7  17. Nd4   Be4  18. f3   Nc5  19. Ndc2   Bxc2  20. Nxc2   a5  21. Kf2   Rxd1  22. Rxd1   Nb4  23. Nxb4   axb4  24. Rd2   Kf6  25. Ke3   e6  26. f4   Ke7  27. Bf3   Rd8  28. Re2   b6  29. g3   f5  30. Bg2   h6  31. Bf3   g5  32. h4   Rd3+  33. Kf2   g4  34. Bg2   Rc3  35. Rd2   Rd3  36. Rc2   Rd1  37. Re2   Nd3+  38. Ke3   Nc5  39. Ba8   Rd8  40. Bc6   Rd6  41. Bh1   Rd1  42. Bg2   Rd3+  43. Kf2   Rd1  44. Rc2   Rd3  45. Re2   Rd1  1/2-1/2
"Giri, Anish",2761,"Anand, Viswanathan",2751,1/2-1/2, c4   c5  2. Nf3   Nf6  3. g3   d5  4. cxd5   Nxd5  5. Bg2   Nc6  6. Nc3   g6  7. h4   h6  8. O-O   Bg7  9. d3   Be6  10. Bd2   Rc8  11. Rc1   b6  12. a3   O-O  13. Nxd5   Bxd5  14. b4   cxb4  15. axb4   Bxf3  16. Bxf3   Nd4  17. Be4   Rxc1  18. Bxc1   Qd6  19. Bd2   Rc8  20. e3   Nb5  21. h5   g5  22. Qa4   Nc3  23. Bxc3   Bxc3  24. Qxa7   Bxb4  25. Rb1   Ba5  26. d4   Kg7  27. Qa6   Qe6  28. Bd3   Qc6  29. Bf5   Rc7  30. Qe2   Qd5  31. Bd3   Rc3  32. Rd1   Bb4  33. Qb2   Qb3  34. Qe2   Qd5  35. Qb2   Qb3  1/2-1/2
"Giri, Anish",2761,"Topalov, Veselin",2730,1/2-1/2, d4   Nf6  2. c4   e6  3. Nf3   d5  4. g3   Bb4+  5. Bd2   Be7  6. Bg2   O-O  7. O-O   Nbd7  8. Qc2   c6  9. Bf4   b6  10. Nbd2   Nh5  11. e3   Nxf4  12. exf4   Bb7  13. cxd5   cxd5  14. Rfc1   Rc8  15. Qa4   a6  16. Qb3   b5  17. Rxc8   Qxc8  18. a4   bxa4  19. Qxa4   Nb6  20. Qd1   Nc4  21. Rc1   Qb8  22. Nxc4   dxc4  23. Qe2   Bf6  24. Rxc4   Bd5  25. Rc1   Bxf3  26. Bxf3   Bxd4  27. Ra1   Qxb2  28. Qxb2   Bxb2  29. Rxa6   g6  30. Kg2   Kg7  31. Ra8   Rxa8  32. Bxa8  1/2-1/2
"Giri, Anish",2766,"So, Wesley",2814,1/2-1/2, e4   e5  2. Nf3   Nc6  3. Bb5   Nf6  4. d3   Bc5  5. Bxc6   dxc6  6. O-O   Nd7  7. Nc3   O-O  8. Be3   f6  9. Ne2   a5  10. a4   b6  11. b3   Rf7  12. Ng3   g6  13. Qe1   Bf8  14. Nd2   Nc5  15. Ne2   Ba6  16. Nc4   Ne6  17. f4   exf4  18. Nxf4   Qd7  19. Nd2   Bg7  20. Nxe6   Qxe6  21. Nf3   c5  22. Qd2   g5  23. Rae1   Raf8  24. Qf2   h6  25. h4   g4  26. Nd2   f5  27. Qg3   fxe4  28. Rxf7   Rxf7  29. Bf4   e3  30. Ne4   Bb7  31. Kh1   Bxe4  32. Rxe3   Bxg2+  33. Kxg2   Qc6+  34. Kh2   h5  35. Re4   Qf6  36. Qe1   Bf8  37. Kg1   Bd6  38. Bxd6   Qxd6  39. Re8+   Kg7  40. Qe5+   Qxe5  41. Rxe5   Kg6  42. Rg5+   Kh6  43. Re5   Kg6  44. Rg5+   Kh6  1/2-1/2
"Giri, Anish",2761,"So, Wesley",2766,1/2-1/2, d4   Nf6  2. c4   e6  3. Nc3   Bb4  4. Qc2   O-O  5. a3   Bxc3+  6. Qxc3   d5  7. Nf3   b6  8. Bg5   dxc4  9. Qxc4   Ba6  10. Qa4   h6  11. Bh4   c5  12. dxc5   bxc5  13. Rd1   Qb6  14. Bxf6   gxf6  15. e3   Bxf1  16. Kxf1   Nc6  17. Rb1   Rad8  18. Ke2   Rd5  19. Rhc1   Rb8  20. b4   Ne5  21. Nxe5   Rxe5  22. Kf1   Qb5+  23. Qxb5   Rxb5  24. Ke2   cxb4  25. Rxb4   Rxb4  26. axb4   Rb5  27. Rc4   a5  28. bxa5   Rxa5  29. g3   Kg7  30. Rg4+   Kf8  31. Rc4  1/2-1/2
"Giri, Anish",2721,"Sevian, Samuel",2569,1/2-1/2, e4   e5  2. Nf3   Nc6  3. Bb5   a6  4. Ba4   Nf6  5. O-O   Nxe4  6. d4   b5  7. Bb3   d5  8. dxe5   Be6  9. c3   Be7  10. Nbd2   O-O  11. Bc2   f5  12. Nb3   Qd7  13. Nbd4   Nxd4  14. Nxd4   c5  15. Nxe6   Qxe6  16. f3   Ng5  17. Qe2   Rad8  18. Be3   f4  19. Bf2   Qc6  20. a4   c4  21. b4   cxb3  22. Bxb3   Qxc3  23. Rab1   Bc5  24. axb5   axb5  25. e6   Rfe8  26. Qxb5   Bxf2+  27. Rxf2   Nxe6  28. Bxd5   Kh8  29. Bxe6   Rxe6  30. Kh1   h6  31. Rff1   Qf6  32. Rbd1   Rxd1  33. Rxd1   Kh7  34. h3   Qg6  35. Qc4   Rd6  36. Rxd6   Qxd6  37. Qe4+   Kh8  38. Qf5   Kg8  39. Kh2   g6  40. Qc8+   Kg7  41. Qc3+   Qf6  42. Qc7+   Qf7  43. Qc5   Qf6  44. Qd5   h5  45. Qc5   Kh6  46. Qc7   Qd4  47. Qf7   Qe5  48. Qf8+   Kh7  49. h4   Qd4  50. Qe7+   Qg7  51. Qd6   Qf7  52. Qe5   Kg8  53. Kg1   Kh7  54. Kh2   Kg8  55. Kg1   Kh7  56. Kh2  1/2-1/2
"Giri, Anish",2766,"Andreikin, Dmitry",2736,1/2-1/2, e4   c5  2. Nf3   e6  3. d4   cxd4  4. Nxd4   Nc6  5. Nc3   d6  6. g4   Be7  7. Be3   a6  8. Rg1   h6  9. Qd2   Nf6  10. Be2   Nxd4  11. Qxd4   b5  12. a3   Bb7  13. f4   g5  14. fxg5   hxg5  15. Bxg5   Rxh2  16. Qd3  1/2-1/2
"Giri, Anish",2766,"Paravyan, David",2569,1/2-1/2, e4   e5  2. Nf3   Nf6  3. Nxe5   d6  4. Nf3   Nxe4  5. d4   d5  6. Bd3   Bd6  7. O-O   O-O  8. c4   c6  9. Re1   Bf5  10. Qb3   Na6  11. cxd5   cxd5  12. Nc3   Nb4  13. Bxe4   dxe4  14. Bg5   Qb6  15. Nxe4   Be6  16. Qa3   h6  17. d5   Bxd5  18. Be3   Qd8  19. Nxd6   Qxd6  20. Bd2   a5  21. Bxb4   axb4  22. Qd3   Rfd8  23. b3   Qf6  24. Qe3   Bxf3  25. Qxf3   Qxf3  26. gxf3   Rd6  27. Re4   Rb6  28. h4   Ra5  29. Kg2   Kh7  30. Rf4   Kg6  31. Kh3   Rf6  32. Rg1+   Kh5  33. Rxf6   gxf6  34. Rg4   Rxa2  35. Kg3   Re2  36. Rxb4   Re7  37. Rb5+   Kg6  38. h5+   Kg7  39. f4   Rc7  40. Kg4   Rd7  41. Kf5   Re7  42. b4   Rd7  43. Ke4   Kf8  44. Rb6   Ke7  45. f3   Rc7  46. Kd4   Rd7+  47. Kc4   Rc7+  48. Kb5   Rd7  49. Ka4   Rc7  50. Ka5   Rd7  51. Rb5   Kf8  52. Kb6   Rd4  53. Kxb7   Rxf4  54. Kc7   Kg7  55. Kd6   Rxf3  56. Rd5   f5  57. b5   Kf6  58. b6   Rb3  59. Kc7   Kg5  60. b7   Kxh5  61. Rxf5+   Kg4  62. Rf6   Rxb7+  63. Kxb7   h5  64. Kc7   h4  65. Rxf7   h3  66. Rg7+   Kf3  67. Kd6   h2  68. Rf7+   Kg2  69. Rg7+   Kf2  70. Rh7   Kg2  71. Rg7+   Kf2  72. Rf7+   Kg2  73. Rh7   h1=Q  74. Rxh1   Kxh1  1/2-1/2
"Giri, Anish",2766,"Nakamura, Hikaru",2850,1/2-1/2, e4   e5  2. Nf3   Nc6  3. Bb5   Nf6  4. O-O   Nxe4  5. Re1   Nd6  6. Nxe5   Be7  7. Bf1   Nxe5  8. Rxe5   O-O  9. d4   Ne8  10. d5   d6  11. Re1   Bg5  12. Nc3   Bxc1  13. Rxc1   Nf6  14. Qd4   Bf5  15. Bd3   Bg6  16. a4   Qd7  17. a5   a6  18. h3   Rae8  19. Kf1   Qd8  20. Bxg6   hxg6  21. Rxe8   Rxe8  22. Re1   Rxe1+  23. Kxe1   b6  24. b4   Qe8+  25. Kd2   Qb8  26. Qc4   bxa5  27. bxa5   Qa7  28. Ke2   Nd7  29. Qc6   Qd4  30. Qxd7   Qxc3  31. Qd8+   Kh7  32. Qh4+   Kg8  33. Qd8+   Kh7  34. Qh4+   Kg8  35. Qd8+  1/2-1/2
"Giri, Anish",2766,"Sevian, Samuel",2698,1/2-1/2, e4   e5  2. Nf3   Nc6  3. Bc4   Nf6  4. d3   Bc5  5. O-O   d6  6. c3   O-O  7. h3   h6  8. Re1   a6  9. a4   Re8  10. Nbd2   Be6  11. Bxe6   Rxe6  12. b4   Ba7  13. Qc2   Ne7  14. Rb1   Ng6  15. c4   c6  16. Nf1   a5  17. bxa5   Qxa5  18. Rxb7   Bc5  19. Bd2   Qxa4  20. Qxa4   Rxa4  21. Reb1   Re8  22. Ng3   Ra3  23. R1b3   Ra1+  24. Rb1   Ra3  25. R1b3   Ra1+  26. Rb1   Ra3  1/2-1/2
