"Rapport, R.",2444,"Vavra, P1.",2367,1-0,"""]"
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"""]",d4 d5,c4 c6,Nf3 e6,Qc2 dxc4,Qxc4 Nf6,Bg5 b5,Qc2 Bb7,e4,Bd3 Nbd7,a4 c5,axb5 axb5,Bxf6 gxf6,Rxa8 Qxa8,dxc5,Bxb5 Qa5+,Nc3 Qa1+,Qd1 Qxd1+,Kxd1 Bxf2,Ke2 Ba7,Rc1,Nd5+ Bxd5,exd5 Rb8,d6+ Kd8,Bxd7 Rxb2+,Nd2 Bb8,Ba4,h3 Rxd2+,Kxd2 Bf4+,Kc2 Bxc1,Kxc1 f5,Kd2 Ke7,Ke3,Kd4 e5+,Kd5 e4,h4 Kg6,Bd1 f6,Kd4 Kf7,Ke3 Ke7,Bb3+ 1-0
"Rapport, R.",2444,"Grabarczyk, M.",2475,1-0
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"""]",d4 d5,c4 e6,Nc3 Nf6,cxd5 exd5,Bg5 c6,Qc2 Be7,e3 Nbd7,Bxe7 Qxe7,O-O-O Nb6,h3 g6,Nf3 Ng7,g4 Bd7,Kb1,Na4 Nxa4,Qxa4 Kb8,Rc1 Rhe8,Qa5 Ne6,Rc3 Bc8,Ra3 b6,Qa4 f6,Qxc6 Ng5,Nxg5 fxg5,Rc1 Rf8,Qc2 Bb7,Qa4 a5,Ba6 Rxf2,Bxb7 Kxb7,Qxa5 Rf6,a4 Qe7,Rc5 Rdd6,Ka2,Qb4 Rc6,Qb5 Ka7,Rxd5 Qf7,e4 Rc7,Rd8 Qe7,a5 Kb7,Ra3 Qxd8 1-0
"Rapport, R.",2444,"Varga, Zo",2485,1-0
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"""]",d4 d5,c4 dxc4,e3 c5,Bxc4 e6,Nf3 Nf6,O-O a6,Bd3 Nc6,Nc3,a3 Rc8,dxc5 Bxc5,b4 Bd6,Bb2 Qe7,Rc1 O-O,Ng5 Ne5,Qxd3 Rfd8,Nce4 Nxe4,Qxe4 f5,Qxb7 a5,Rxc8 Bxc8,b5 Bxg5,fxg5 Bb7,Rc1 Rd2,Be5 Rd5,Rc7 Rxe5,Ra7 Rb3,a4 f4,h4 e5,h5 g6,h6 e4,Re7 Rb4,Rxe4 Rb4,Re8+ Kf7,Rh8 Rxa4,Rxh7+ Kg8,Rg7+ Kh8,Rf6 1-0
"Rapport, R.",2444,"Ilincic, Z.",2464,1-0
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"""]",d4 Nf6,c4 e6,Nc3 d5,cxd5 exd5,Bg5 c6,Qc2 Be7,e3 Nbd7,Bxe7 Qxe7,O-O-O Nhf6,Nf3 h5,Kb1 h4,Rc1 Kf8,Rhg1,g4 hxg3,Rxg3 Nh5,Rg2 Ng7,Ne2 Rh6,Rcg1 Nf6,Nf4 Nf5,h4 Ke8,Ne5 Nxh4,Rh2 Kd8,Ka1 Bd7,f3 Kc7,Qf2 Rah8,Qg3,Rgh1 Ne8,Rc1 Nc7,e4 dxe4,fxe4 g5,Nd5 Nxd5,exd5 Nf5,Rxh6 Rxh6,dxc6 bxc6,Ba6+ Kc7,Qc3 Kd8,d5 cxd5,Qc8+ 1-0
"Rapport, R.",2444,"Platzgummer, F.",2401,1-0
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"""]",d4 d5,c4 c6,Nf3 Nf6,Qc2 dxc4,Qxc4 Bf5,g3 Nbd7,Bg2 e6,e3 O-O,Qe2 c5,Nc3 Ne4,Rd1 Nxc3,bxc3 Be4,Bb2 Qa5,Ne5 Bxg2,Nxd7 Rfd8,Ne5 Be4,Qg4 Bc2,Rdc1 cxd4,Rxc2 Qxe5,cxd4 Qg5,Qxg5 Bxg5,Rc7 Rdb8,Rd1 Bd8,Rd7 b5,d5 exd5,Be5 Rc8,Rb5 Bb6,Rxb4 Rc1+,Kg2 Rc2,Rb2 Rac8,Rd2,Kf3 h5,Bd4 Bxd4,Rxd4 R4c6,Rb7 Ra6,a4 Ra5,e4 Rc3+,Kg2 Rc6,Rd8+ Kh7,Rxf7 Rxa4,Rdd7 Rg6,Rf5 Kh6,Rdd5 1-0
"Rapport, R.",2444,"Boros, De",2494,1-0
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"""]",d4 d5,c4 c6,Nf3 dxc4,e3 b5,a4 e6,axb5 cxb5,b3 Bb4+,Bd2,Nbxd2 a5,bxc4 b4,Ne5 Nf6,Be2 O-O,Bf3 Ra7,O-O Qc7,Qa4 Bd7,Nxd7 Nbxd7,Rfc1 Rc8,g3 e5,c5 exd4,exd4 Nf8,Nc4 Qf5,Kg2 Ne4,Qc2 Nxg3,Nd6 1-0
"Rapport, R.",2444,"Sahu, Se",2258,1-0
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,"""]",d4 Nf6,c4 e6,Nf3 c5,d5 b5,Bg5 exd5,cxd5 d6,e4 a6,Bd3,O-O O-O,a4 Nxd5,exd5 Bxg5,Nxg5 Qxg5,axb5 Bg4,f3 Bf5,Kh1 Qg6,Be2 Bxb1,Qxb1 Qxb1,Rfxb1 a5,Ra3 Re8,Bf1 Nd7,Kg1 Nb6,Rxa5 Rab8,Ra7 Re7,Rxe7 Kxe7,Ra7+ Kf6,b3 Ra8,Rb7 Nxd5,b6 Ke5,Bc4 f6,Kf2 Ra2+,Kg3 h5,Re7+ Kf5,Be6+ Ke5,Bf7+ 1-0
